PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,AdoptionLikelihood
Rabbit,Rabbit,22,Black,Large,23.1108911362339,1,0,25,0,1
Cat,Siamese,171,Orange,Small,27.1090549476602,0,0,4,1,0
Rabbit,Rabbit,165,White,Large,20.2797217307719,1,0,29,0,0
Rabbit,Rabbit,97,White,Medium,4.05136710190692,1,0,56,1,1
Cat,Siamese,3,White,Large,20.4885731032355,0,0,6,0,0
Bird,Parakeet,118,White,Medium,19.4274097003862,1,0,1,0,1
Bird,Parakeet,19,Gray,Small,24.3671536305066,1,0,39,1,1
Rabbit,Rabbit,23,White,Large,24.9322113329132,1,0,1,0,1
Rabbit,Rabbit,157,Gray,Medium,26.1778891975904,1,0,63,0,1
Rabbit,Rabbit,30,Gray,Small,13.0098139227939,1,0,57,0,0
Dog,Poodle,39,White,Small,21.2380674652122,1,0,67,0,0
Rabbit,Rabbit,108,Black,Large,8.77926040874701,1,0,65,0,0
Cat,Persian,111,White,Small,29.9807521195216,1,0,65,0,0
Bird,Parakeet,25,White,Medium,6.08469299992894,1,0,21,1,1
Dog,Golden Retriever,128,White,Small,1.29331851816424,1,0,30,1,0
Bird,Parakeet,111,Black,Small,5.3154527210271,1,0,33,0,0
Rabbit,Rabbit,136,Brown,Medium,23.5002963967797,1,0,48,1,1
Cat,Siamese,106,Brown,Small,13.9567266187381,1,1,22,0,0
Cat,Siamese,144,Gray,Small,13.9775071865024,0,0,54,0,0
Cat,Siamese,72,Gray,Small,28.6956646687384,1,1,4,1,0
Cat,Siamese,129,Black,Small,27.6694123328142,1,0,87,1,0
Bird,Parakeet,108,Orange,Medium,10.0246473963163,1,0,55,1,1
Dog,Labrador,5,Brown,Small,7.06268573464512,1,0,44,0,1
Dog,Poodle,3,Gray,Medium,25.6059840880785,1,0,89,0,1
Cat,Siamese,132,Brown,Small,27.2745530602865,1,0,12,1,0
Bird,Parakeet,104,Black,Small,16.7063107611561,0,0,81,0,0
Cat,Persian,64,Black,Small,19.2532876223959,1,0,79,0,0
Cat,Persian,106,Orange,Small,8.45051425607651,1,0,74,0,0
Rabbit,Rabbit,98,Orange,Medium,24.2232779513772,1,0,52,1,1
Dog,Labrador,10,Black,Medium,19.3315504250217,1,1,76,0,1
Dog,Labrador,149,Gray,Medium,15.6018918276419,1,0,65,0,1
Rabbit,Rabbit,128,Brown,Large,2.74314812627348,0,0,65,0,0
Dog,Golden Retriever,46,White,Small,27.5621139128235,0,0,10,0,0
Rabbit,Rabbit,155,Orange,Small,18.8480911911478,1,0,18,1,0
Bird,Parakeet,66,White,Medium,6.58804174609607,0,1,47,0,0
Dog,Poodle,169,Gray,Large,18.5851973925085,1,0,66,0,0
Dog,Golden Retriever,112,Orange,Small,20.6464372729592,1,0,49,0,0
Bird,Parakeet,13,White,Medium,16.2473397638135,1,0,72,0,1
Rabbit,Rabbit,137,Gray,Small,21.8249504007247,0,0,22,0,0
Cat,Persian,164,Brown,Small,17.8621644899301,1,0,86,0,0
Bird,Parakeet,86,Gray,Medium,28.4853178789323,1,1,26,0,0
Dog,Poodle,90,Orange,Medium,2.5572152793799,1,0,9,0,1
Dog,Labrador,58,Black,Small,4.08112554561726,1,1,21,1,0
Cat,Persian,54,Brown,Small,6.03647747167586,0,1,63,1,0
Dog,Golden Retriever,12,White,Medium,21.0149610475256,1,0,6,0,1
Dog,Poodle,14,Orange,Small,19.7222803097445,1,0,14,0,1
Cat,Persian,121,Black,Small,26.8697069460811,1,0,33,1,0
Rabbit,Rabbit,162,Gray,Medium,22.2534461336331,1,0,71,0,1
Dog,Poodle,121,Black,Small,15.7423091393732,1,0,24,0,0
Cat,Persian,20,Orange,Small,29.7631219814453,0,1,73,1,0
Dog,Golden Retriever,75,Orange,Large,8.71713072890968,0,0,75,0,0
Rabbit,Rabbit,144,Black,Medium,25.1625581337782,1,0,87,0,1
Dog,Poodle,70,Gray,Large,13.3769207936237,1,0,51,0,0
Cat,Siamese,56,Black,Large,19.8133190273963,0,0,2,0,0
Bird,Parakeet,101,Orange,Large,22.0907856431206,1,1,15,1,0
Cat,Persian,132,Orange,Small,19.3788685285198,1,0,35,0,0
Cat,Siamese,111,White,Small,5.07471179014921,1,0,36,0,0
Rabbit,Rabbit,125,White,Large,13.8455793116901,1,0,39,1,0
Cat,Persian,132,Brown,Large,17.2817129600606,1,1,4,1,0
Bird,Parakeet,20,Orange,Large,25.6222690161793,1,0,64,0,1
Cat,Persian,138,White,Small,13.8657267151586,1,1,74,0,0
Bird,Parakeet,24,Black,Large,27.6436718393233,1,0,6,0,0
Cat,Persian,154,Gray,Large,13.7708524677311,1,0,57,1,0
Dog,Labrador,37,Black,Medium,16.9146159186273,0,0,30,0,1
Dog,Golden Retriever,54,Gray,Medium,24.0922848053412,0,0,74,0,0
Cat,Siamese,103,White,Small,17.9089628482422,1,0,67,0,0
Rabbit,Rabbit,149,Brown,Medium,28.8463240991019,1,0,15,0,1
Rabbit,Rabbit,38,Black,Medium,20.1497390849097,1,0,17,0,1
Rabbit,Rabbit,174,Black,Medium,16.1585741679604,1,0,18,0,1
Bird,Parakeet,4,Black,Small,1.68416706564308,1,0,19,0,1
Rabbit,Rabbit,57,Gray,Medium,12.9982540298296,1,0,76,0,1
Rabbit,Rabbit,173,White,Small,9.67820415854465,1,0,88,0,0
Rabbit,Rabbit,20,Black,Large,22.6950643687372,1,0,69,0,1
Cat,Siamese,17,Black,Medium,7.04005257945283,0,0,24,1,1
Rabbit,Rabbit,119,Brown,Small,6.95138253152808,1,0,48,1,0
Dog,Labrador,71,Brown,Medium,6.49605225388393,1,0,30,0,1
Dog,Golden Retriever,4,White,Large,4.64285278153084,1,1,15,0,0
Bird,Parakeet,14,White,Small,10.0192031064557,1,0,47,0,1
Dog,Golden Retriever,3,Orange,Small,26.6917413188593,1,0,44,0,1
Dog,Labrador,80,Brown,Small,23.4729256968727,1,1,27,0,0
Rabbit,Rabbit,55,Orange,Large,22.322285272897,1,1,84,0,0
Cat,Siamese,132,Gray,Large,24.1227673638489,0,0,64,1,0
Rabbit,Rabbit,120,Orange,Large,8.81311879055758,1,1,41,0,0
Dog,Labrador,24,Black,Small,26.7358090318221,0,0,68,0,0
Rabbit,Rabbit,162,Orange,Large,4.98179787910653,1,0,5,0,0
Bird,Parakeet,158,White,Medium,10.7540260747519,0,0,53,1,0
Cat,Persian,82,Gray,Large,18.0156954500529,1,0,8,0,0
Dog,Golden Retriever,147,Black,Small,3.98424756191802,0,0,22,1,0
Cat,Siamese,159,Orange,Medium,22.1737754455163,0,1,7,0,0
Bird,Parakeet,60,Gray,Large,12.2301353979008,1,1,22,1,0
Dog,Poodle,147,Gray,Medium,23.7477643026436,1,0,46,1,1
Rabbit,Rabbit,49,Black,Medium,15.2939922819535,0,0,30,1,0
Dog,Poodle,63,Orange,Small,6.24536120833476,1,0,16,0,0
Cat,Persian,110,Gray,Medium,22.308092529305,1,0,79,0,1
Cat,Persian,150,Gray,Medium,8.31217471932936,1,0,5,0,1
Bird,Parakeet,152,Brown,Small,15.2334987367732,0,0,67,1,0
Dog,Golden Retriever,109,Gray,Small,3.19046480555032,1,1,23,0,0
Rabbit,Rabbit,76,Brown,Small,18.9181329779491,0,0,61,0,0
Cat,Siamese,30,Orange,Medium,20.309875220272,1,0,74,0,1
Cat,Siamese,58,Orange,Medium,11.9815520892107,0,0,5,0,0
Bird,Parakeet,117,Orange,Medium,28.6782606293111,1,0,23,0,1
Dog,Labrador,159,White,Small,26.35089872298,0,1,79,0,0
Dog,Labrador,100,Orange,Large,21.5302865564599,1,0,82,0,1
Dog,Poodle,19,Gray,Medium,21.6959101603185,1,0,25,0,1
Dog,Labrador,176,Black,Large,8.31964973332239,0,0,8,1,0
Rabbit,Rabbit,173,Brown,Small,20.047641701565,0,0,21,1,0
Rabbit,Rabbit,94,White,Medium,6.74798169183007,1,0,2,1,1
Bird,Parakeet,113,Orange,Large,5.17609349367484,1,0,22,0,0
Dog,Golden Retriever,146,Orange,Medium,29.9845689318748,1,0,72,1,1
Rabbit,Rabbit,63,Black,Medium,19.0489020127221,1,0,87,0,1
Rabbit,Rabbit,116,Black,Medium,13.4986483070585,1,0,72,0,1
Cat,Siamese,113,White,Large,9.35677116363459,1,0,68,0,0
Bird,Parakeet,47,Brown,Small,18.5136928662046,0,0,64,0,0
Rabbit,Rabbit,57,Orange,Medium,2.4382117383825,1,0,19,0,1
Rabbit,Rabbit,118,White,Small,3.74574872463906,0,1,87,1,0
Bird,Parakeet,45,Gray,Small,1.95284423447149,1,0,82,0,0
Cat,Persian,161,Gray,Large,15.4759251646172,1,0,53,0,0
Dog,Labrador,145,White,Large,18.4175922464283,1,0,87,0,1
Bird,Parakeet,4,Orange,Small,2.81191307937681,1,0,52,0,1
Dog,Golden Retriever,148,White,Medium,21.9155095574686,1,0,47,0,1
Dog,Golden Retriever,47,Orange,Large,7.68145707392237,1,1,82,0,0
Dog,Poodle,143,Black,Medium,20.8708421593261,0,0,54,1,0
Dog,Labrador,47,White,Medium,29.4750170610221,1,0,44,0,1
Cat,Persian,78,Orange,Medium,21.0420702315617,1,0,7,0,1
Rabbit,Rabbit,124,White,Small,26.6125985347846,1,1,1,1,0
Dog,Poodle,75,White,Medium,28.497756695549,0,0,63,1,0
Dog,Golden Retriever,103,Orange,Small,15.1157804022172,0,0,39,1,0
Bird,Parakeet,137,Orange,Small,21.3674244031715,0,1,19,0,0
Dog,Labrador,90,Brown,Medium,25.7071083531194,0,0,31,0,1
Dog,Golden Retriever,144,White,Medium,11.3416584733572,1,0,77,0,1
Rabbit,Rabbit,69,Gray,Medium,8.58052218025145,1,0,24,1,1
Dog,Golden Retriever,61,White,Medium,28.4513586105718,1,0,69,1,1
Rabbit,Rabbit,138,White,Small,22.0628015106957,1,0,87,0,0
Cat,Siamese,50,Orange,Medium,7.37078186789896,1,0,83,0,1
Rabbit,Rabbit,3,White,Medium,14.0234183876073,0,0,65,1,1
Rabbit,Rabbit,107,White,Small,24.0971013165965,1,1,33,0,0
Bird,Parakeet,113,Gray,Large,16.8648267366348,1,1,59,0,0
Cat,Siamese,94,Orange,Large,19.8486108468108,0,0,33,0,0
Rabbit,Rabbit,118,White,Small,22.8592778593065,1,0,32,0,0
Dog,Labrador,81,Black,Large,19.0382664754604,1,0,59,1,1
Bird,Parakeet,109,Brown,Small,16.6623003357437,0,0,41,0,0
Rabbit,Rabbit,51,Gray,Medium,22.7388142472454,0,0,12,0,0
Dog,Golden Retriever,147,White,Medium,22.0993280275338,1,0,73,0,1
Dog,Labrador,170,Black,Large,19.2662996053122,0,0,11,0,0
Bird,Parakeet,35,White,Medium,11.433892988076,1,0,19,0,1
Rabbit,Rabbit,46,White,Large,12.7685506738079,0,0,54,0,0
Dog,Golden Retriever,154,Orange,Large,29.1427179176388,1,0,57,0,0
Dog,Labrador,69,Orange,Medium,4.25919203645425,1,0,42,0,1
Cat,Persian,93,Orange,Medium,8.78664260033223,1,0,71,1,1
Bird,Parakeet,64,Black,Large,15.2796510169257,1,0,31,0,0
Cat,Siamese,165,White,Medium,25.2651608981698,0,0,52,0,0
Cat,Siamese,49,Brown,Small,5.74659424816211,1,0,2,1,0
Bird,Parakeet,149,Gray,Medium,9.03168392561369,1,0,83,0,1
Bird,Parakeet,74,Orange,Medium,2.90814831606193,0,0,38,1,0
Dog,Golden Retriever,5,Orange,Small,21.4735727154737,0,0,32,0,0
Bird,Parakeet,100,White,Medium,7.90807362879287,1,1,10,1,0
Cat,Siamese,70,White,Medium,12.2715677694576,1,0,8,1,1
Rabbit,Rabbit,90,Black,Large,13.8673419638604,1,0,75,0,0
Dog,Poodle,4,Black,Medium,26.8481041325872,1,0,20,1,1
Cat,Persian,126,Orange,Medium,12.9285784196059,1,1,20,1,0
Dog,Labrador,39,White,Small,5.21152557754222,1,0,9,0,1
Cat,Siamese,163,Brown,Large,16.2051332118635,1,0,72,0,0
Cat,Siamese,129,Gray,Large,28.9257818448103,0,0,15,0,0
Rabbit,Rabbit,24,White,Large,18.6228835904735,1,0,88,1,0
Cat,Siamese,57,White,Medium,29.5182293933566,1,0,63,0,1
Cat,Siamese,100,Black,Large,25.3921119592272,1,0,21,0,0
Cat,Persian,70,Gray,Small,2.04300693018897,1,1,5,0,0
Dog,Labrador,41,Orange,Large,20.0935882659342,1,0,35,0,1
Dog,Poodle,174,White,Small,9.31623944917863,1,1,85,0,0
Bird,Parakeet,60,Orange,Large,17.228888813697,0,0,68,0,0
Rabbit,Rabbit,108,White,Large,9.10101053700557,0,1,48,1,0
Rabbit,Rabbit,57,Orange,Small,11.1172420815534,1,0,80,0,0
Dog,Labrador,31,Gray,Large,27.7718926408712,1,0,62,0,1
Cat,Persian,84,Black,Large,6.99265236185945,0,1,35,0,0
Dog,Golden Retriever,152,Gray,Large,26.3491644227491,1,1,70,0,0
Bird,Parakeet,36,Brown,Medium,1.88327643404441,0,0,21,0,0
Dog,Labrador,158,Black,Small,3.6354196127198,1,0,80,0,1
Rabbit,Rabbit,152,Gray,Large,25.7855762001436,1,1,39,0,0
Rabbit,Rabbit,108,Brown,Small,19.2861248963667,1,0,34,0,0
Cat,Persian,106,White,Small,22.669848003147,0,0,15,0,0
Bird,Parakeet,158,White,Small,7.07311245383377,1,1,6,0,0
Bird,Parakeet,86,Orange,Large,16.575420212113,1,0,66,1,0
Dog,Poodle,135,Black,Large,22.3793574835678,1,0,88,0,0
Bird,Parakeet,163,White,Small,19.1921099732976,1,0,56,1,0
Bird,Parakeet,14,Black,Medium,14.6792642398451,1,0,49,1,1
Cat,Persian,120,White,Small,28.8337298066937,1,0,1,0,0
Bird,Parakeet,138,Orange,Medium,20.6085626701499,0,1,65,1,0
Bird,Parakeet,80,Gray,Small,27.3247732069959,1,0,28,0,0
Cat,Siamese,144,Orange,Small,22.1633448356368,1,1,20,0,0
Dog,Labrador,106,Brown,Small,22.3284423293328,1,1,48,0,0
Cat,Persian,70,White,Large,3.3205298229727,0,0,72,1,0
Cat,Persian,44,Brown,Medium,11.4244740337644,0,0,65,0,0
Rabbit,Rabbit,73,Brown,Medium,25.8927127948701,0,0,51,1,0
Rabbit,Rabbit,45,Black,Small,7.74551200231392,1,0,43,0,0
Rabbit,Rabbit,107,White,Large,4.34967011853752,1,0,49,1,0
Dog,Golden Retriever,84,Brown,Large,10.457075642525,1,0,25,0,0
Dog,Golden Retriever,82,Gray,Medium,7.39269866188581,1,0,74,0,1
Dog,Golden Retriever,107,Brown,Large,27.8333576490015,0,0,76,0,0
Dog,Poodle,21,Gray,Medium,26.1710326180618,1,0,41,0,1
Dog,Golden Retriever,178,Black,Medium,15.4908136782042,1,0,71,0,1
Rabbit,Rabbit,161,Brown,Medium,2.77897236003217,1,0,64,1,1
Dog,Labrador,7,Orange,Large,21.7223080367015,1,0,61,0,1
Rabbit,Rabbit,70,Black,Medium,19.0789402087517,1,0,12,1,1
Dog,Poodle,127,Gray,Medium,29.1460854511264,1,0,81,0,1
Dog,Poodle,143,Black,Small,17.2096439678409,0,0,69,1,0
Cat,Persian,160,Brown,Medium,10.7554179786844,1,0,14,0,1
Dog,Labrador,148,White,Medium,16.0516291137781,1,0,34,0,1
Dog,Golden Retriever,143,White,Small,29.398635450731,1,0,48,1,0
Dog,Poodle,176,Gray,Small,21.1945105434579,0,0,61,0,0
Dog,Golden Retriever,149,Gray,Large,20.4873079998845,0,0,81,0,0
Rabbit,Rabbit,170,White,Medium,7.97976610205068,1,0,35,0,1
Dog,Golden Retriever,154,Gray,Large,22.5644730092579,1,1,65,0,0
Bird,Parakeet,120,Black,Large,22.7578830546814,1,0,59,0,0
Rabbit,Rabbit,128,Orange,Small,10.2013805295013,0,1,36,1,0
Dog,Poodle,142,Orange,Large,15.0277011393307,0,0,79,0,0
Bird,Parakeet,57,Black,Medium,9.54349665527323,1,0,19,0,1
Dog,Labrador,165,Orange,Small,8.50244703940431,1,0,42,0,1
Cat,Siamese,58,Brown,Medium,1.75098603723507,1,0,69,0,1
Bird,Parakeet,21,Black,Medium,9.27114059494663,1,0,19,0,1
Dog,Labrador,82,Gray,Small,17.06512854647,1,0,39,1,1
Cat,Persian,69,Black,Medium,1.04643443892184,0,0,69,1,0
Bird,Parakeet,131,White,Small,9.21335343048036,0,0,52,0,0
Rabbit,Rabbit,87,Gray,Medium,26.5608996373743,1,0,12,1,1
Bird,Parakeet,165,White,Small,18.2158089681135,1,0,83,0,0
Dog,Golden Retriever,49,Gray,Large,18.6280218983484,0,0,47,1,0
Rabbit,Rabbit,147,Orange,Medium,12.6975648457642,1,0,76,0,1
Cat,Persian,115,Black,Small,20.6176921612799,1,1,36,0,0
Rabbit,Rabbit,89,Brown,Medium,6.50805022068042,0,0,63,0,0
Rabbit,Rabbit,85,Gray,Medium,24.7436575011416,0,0,76,0,0
Cat,Persian,128,Gray,Medium,4.3839844781411,0,0,82,0,0
Rabbit,Rabbit,140,White,Small,20.0240392849402,1,1,51,0,0
Rabbit,Rabbit,169,Orange,Large,10.8933304487708,0,0,43,0,0
Dog,Poodle,161,White,Large,22.6778761468918,1,0,34,0,0
Rabbit,Rabbit,178,White,Large,16.9431719867146,1,0,49,0,0
Rabbit,Rabbit,117,Orange,Small,14.1182381158828,0,0,18,0,0
Cat,Persian,127,Brown,Large,5.91324966070416,0,0,61,0,0
Cat,Persian,71,White,Small,19.4678224642462,0,0,57,0,0
Cat,Persian,86,White,Medium,29.268325459192,1,1,5,0,0
Rabbit,Rabbit,33,Gray,Medium,24.9424993223034,0,0,89,1,0
Dog,Labrador,81,Orange,Large,2.74023758508134,0,0,24,1,0
Rabbit,Rabbit,152,Black,Small,11.9106519724745,1,0,64,0,0
Rabbit,Rabbit,61,Brown,Medium,27.8419072665179,0,0,59,0,0
Bird,Parakeet,61,Brown,Small,15.5882686791536,1,0,38,0,0
Cat,Siamese,98,Orange,Small,20.2012429484372,1,0,33,1,0
Dog,Labrador,28,Gray,Medium,27.4653810221503,1,0,10,0,1
Dog,Labrador,43,Gray,Small,26.3400460221765,1,0,37,0,1
Rabbit,Rabbit,169,Orange,Medium,15.5527908906748,0,0,87,0,0
Dog,Labrador,167,Gray,Medium,13.6917427770705,1,0,11,0,1
Dog,Poodle,86,Brown,Medium,10.851085935908,1,0,24,0,1
Bird,Parakeet,177,Brown,Small,21.8515638517238,1,0,88,0,0
Dog,Poodle,17,Black,Medium,9.32261718467476,0,1,71,0,0
Cat,Siamese,98,Orange,Small,8.2467405864961,1,0,21,0,0
Rabbit,Rabbit,98,White,Medium,11.3312469435096,0,0,20,0,0
Dog,Golden Retriever,65,White,Medium,6.13923664948497,1,1,10,0,0
Dog,Poodle,74,Black,Large,21.1584746624273,1,0,89,0,0
Cat,Persian,85,Black,Large,18.8709788305878,0,1,47,1,0
Cat,Persian,5,Gray,Large,15.0034774893595,1,0,47,0,1
Bird,Parakeet,2,Black,Small,12.3194475985851,1,0,15,0,1
Dog,Labrador,22,Black,Small,27.3628137440052,1,0,44,0,1
Bird,Parakeet,112,White,Medium,1.84458976468405,1,1,62,0,0
Rabbit,Rabbit,57,Gray,Medium,23.3041245617117,1,0,6,0,1
Dog,Poodle,66,Black,Medium,27.1553775807178,1,1,66,0,0
Dog,Poodle,74,Black,Medium,13.9442828034679,0,0,76,0,0
Rabbit,Rabbit,98,Gray,Small,16.9700242526488,1,1,4,0,0
Bird,Parakeet,144,Orange,Medium,28.3894469485791,0,0,23,0,0
Dog,Golden Retriever,112,Gray,Medium,7.15604794327992,1,0,13,0,1
Dog,Poodle,179,White,Large,16.0839105857559,1,1,81,0,0
Bird,Parakeet,125,Orange,Medium,14.7669126867182,1,1,31,0,0
Dog,Poodle,167,Brown,Medium,8.49338678824073,1,0,16,0,1
Bird,Parakeet,86,Gray,Medium,24.7392036808201,1,0,41,0,1
Bird,Parakeet,76,White,Small,27.0884172481338,1,0,1,0,0
Dog,Labrador,88,Orange,Large,23.6760448138581,1,0,12,0,1
Dog,Poodle,168,Gray,Medium,6.66540986460964,1,0,56,0,1
Dog,Golden Retriever,38,Black,Medium,3.51571042954007,1,0,50,1,1
Bird,Parakeet,59,Gray,Large,18.5578900738549,1,0,20,1,0
Dog,Labrador,138,Brown,Medium,2.65574805478663,0,0,66,0,1
Rabbit,Rabbit,99,Gray,Small,20.5119507681844,1,0,36,0,0
Bird,Parakeet,63,Orange,Medium,16.38230238949,1,0,79,0,1
Cat,Persian,49,Orange,Small,20.2207862495662,1,0,38,0,0
Dog,Labrador,32,Gray,Small,18.1149524358426,1,0,22,1,1
Bird,Parakeet,135,Orange,Medium,13.258374516288,1,0,61,1,1
Dog,Poodle,21,Black,Large,6.82543822406662,1,0,50,1,1
Bird,Parakeet,20,Gray,Small,9.86536193850417,1,0,59,0,1
Dog,Golden Retriever,154,Black,Large,16.2105166523503,0,1,20,0,0
Dog,Labrador,127,Black,Medium,19.9041747157806,1,0,36,1,1
Dog,Poodle,68,White,Small,23.6050074896513,1,1,15,0,0
Cat,Siamese,110,Gray,Medium,23.2479508350228,0,0,62,1,0
Dog,Labrador,116,Orange,Large,29.2079735545715,1,0,3,0,1
Cat,Siamese,143,Black,Medium,9.28940201123887,1,0,5,0,1
Cat,Siamese,120,White,Medium,3.06221053818967,1,0,56,0,1
Bird,Parakeet,79,Gray,Small,11.0240511307139,1,0,31,0,0
Dog,Labrador,116,Gray,Medium,22.5555397814982,1,0,86,0,1
Rabbit,Rabbit,92,Brown,Medium,13.7052378799656,1,0,35,0,1
Cat,Siamese,14,Brown,Medium,24.7158644870932,1,0,71,0,1
Dog,Poodle,155,Black,Small,16.9304645903944,1,0,70,0,0
Rabbit,Rabbit,125,Brown,Large,27.9639599562846,1,0,26,0,0
Bird,Parakeet,168,Black,Large,28.488039817973,1,0,1,0,0
Rabbit,Rabbit,58,Orange,Medium,3.00983067454371,1,1,83,1,0
Bird,Parakeet,28,Black,Small,14.2359897516603,1,0,7,0,0
Cat,Persian,26,Brown,Medium,18.6809827762375,1,0,36,0,1
Cat,Persian,113,Orange,Large,8.42030368355417,1,0,76,1,0
Cat,Siamese,66,Brown,Small,12.8052266019904,1,1,84,1,0
Bird,Parakeet,153,Black,Large,20.6527646924133,1,0,87,0,0
Cat,Persian,131,White,Large,7.57529258005248,1,0,25,1,0
Dog,Poodle,44,Gray,Small,18.4574592362591,1,0,59,0,0
Rabbit,Rabbit,97,Brown,Small,21.2259870167649,1,0,61,0,0
Dog,Poodle,42,Black,Medium,3.62439302178014,1,0,29,0,1
Cat,Siamese,6,Orange,Medium,15.4283501647961,1,0,18,0,1
Dog,Labrador,167,Brown,Large,8.62932086780153,1,1,41,1,0
Rabbit,Rabbit,23,Brown,Small,22.0072043239433,0,0,19,1,0
Bird,Parakeet,89,Gray,Small,6.49710974757127,1,0,4,1,0
Bird,Parakeet,123,Black,Medium,26.8748995506051,1,0,65,1,1
Bird,Parakeet,178,White,Large,13.4972987590315,1,0,41,0,0
Bird,Parakeet,171,Orange,Large,6.74208787891905,1,0,15,0,0
Dog,Labrador,147,Black,Medium,13.7026320941596,1,0,54,1,1
Cat,Persian,51,Orange,Small,12.8535691214473,1,0,64,1,0
Bird,Parakeet,11,Brown,Medium,13.4386498253176,1,0,72,1,1
Bird,Parakeet,12,Gray,Medium,17.981277511426,0,0,15,1,1
Bird,Parakeet,74,Gray,Medium,16.1140380224926,1,0,79,0,1
Cat,Persian,8,White,Medium,5.34353681874618,1,0,50,1,1
Rabbit,Rabbit,152,Gray,Small,2.90179310675245,1,0,22,1,0
Cat,Persian,41,Brown,Medium,22.1530480130697,0,0,18,1,0
Cat,Persian,164,White,Small,17.2318056419211,0,0,80,0,0
Cat,Persian,85,Black,Medium,11.4110222742986,1,0,2,0,1
Bird,Parakeet,72,Gray,Large,24.4423768524441,0,0,36,0,0
Bird,Parakeet,55,White,Small,12.2536957535678,0,0,20,0,0
Bird,Parakeet,137,Brown,Large,24.0829875984176,0,0,16,0,0
Bird,Parakeet,47,Orange,Medium,9.86692769785887,1,1,67,0,0
Cat,Persian,143,Orange,Medium,3.11251362881079,1,0,30,0,1
Dog,Poodle,176,Brown,Medium,28.0465511201979,0,0,55,0,0
Dog,Golden Retriever,104,Brown,Small,12.4419827491598,0,0,66,0,0
Rabbit,Rabbit,42,Orange,Large,23.988084612632,1,0,26,0,0
Cat,Siamese,60,White,Small,9.09517986344683,1,1,57,0,0
Cat,Siamese,12,Orange,Small,19.744588251586,0,0,69,0,0
Dog,Labrador,130,Brown,Medium,26.3260153244741,1,0,2,0,1
Dog,Poodle,7,Gray,Large,2.20767664785943,1,0,56,0,1
Rabbit,Rabbit,80,Black,Medium,25.0884371758966,1,1,84,0,0
Dog,Poodle,131,Gray,Small,17.5686571441859,1,0,62,0,0
Dog,Labrador,109,Gray,Medium,18.6166808633485,1,1,34,1,1
Cat,Persian,3,Brown,Large,16.1715820233735,1,0,56,0,1
Dog,Poodle,27,Orange,Medium,26.3597779952256,1,0,55,0,1
Dog,Poodle,114,White,Large,2.25956735983349,1,0,20,1,0
Bird,Parakeet,107,Gray,Large,8.5698233545396,1,1,50,0,0
Bird,Parakeet,40,Orange,Medium,26.3971136269155,1,1,25,1,0
Rabbit,Rabbit,161,White,Small,22.8180253734267,1,0,84,1,0
Bird,Parakeet,129,Gray,Medium,1.51170964517957,1,0,25,0,1
Bird,Parakeet,8,White,Small,15.9931822130816,0,0,53,0,0
Bird,Parakeet,101,Orange,Small,16.3576077406676,1,0,14,0,0
Dog,Golden Retriever,160,Black,Medium,12.6255819187094,0,0,60,0,0
Bird,Parakeet,124,Orange,Small,9.6244066297977,0,0,43,0,0
Rabbit,Rabbit,176,Brown,Small,20.7700206619579,0,0,62,0,0
Bird,Parakeet,107,White,Medium,7.02592347643786,1,0,76,1,1
Bird,Parakeet,101,Black,Medium,24.1695083000795,0,0,69,0,0
Cat,Persian,4,White,Medium,24.2880776622567,1,0,63,0,1
Rabbit,Rabbit,110,White,Small,13.0425816896118,1,1,2,0,0
Rabbit,Rabbit,19,Gray,Large,9.22289231637978,1,0,54,0,1
Rabbit,Rabbit,32,Brown,Small,9.23246726613068,1,0,16,0,0
Rabbit,Rabbit,137,White,Large,14.9864483958901,1,0,55,0,0
Rabbit,Rabbit,12,Orange,Medium,21.8677975177314,1,0,43,0,1
Dog,Golden Retriever,139,Orange,Large,11.4071920388219,1,0,61,1,0
Rabbit,Rabbit,46,Gray,Medium,18.6912570182748,1,0,38,0,1
Bird,Parakeet,119,Brown,Medium,12.0920493568952,1,0,45,0,1
Bird,Parakeet,16,Brown,Large,9.83117248539012,1,1,51,0,0
Dog,Poodle,129,Orange,Medium,1.72092596155803,1,0,42,0,1
Dog,Poodle,63,Black,Large,1.11350906632633,0,0,24,0,0
Bird,Parakeet,109,Gray,Medium,7.58902265712813,1,1,30,1,0
Bird,Parakeet,119,Gray,Small,12.7857823172289,1,0,37,1,0
Dog,Labrador,21,Orange,Small,25.6865738534998,1,0,53,0,1
Cat,Persian,158,Orange,Medium,24.1560430449823,1,1,63,0,0
Cat,Siamese,13,Black,Medium,8.74779261505171,1,0,11,0,1
Cat,Siamese,162,Black,Large,8.09167284654468,1,0,78,0,0
Cat,Siamese,4,Brown,Small,7.5923400610308,0,1,23,0,0
Dog,Labrador,156,Gray,Large,10.8378828753371,0,0,80,0,0
Rabbit,Rabbit,102,Gray,Medium,15.4477628672889,0,1,50,0,0
Cat,Persian,59,Orange,Medium,13.7213653889157,1,0,85,0,1
Cat,Siamese,128,Brown,Large,7.32992276466332,1,0,55,1,0
Cat,Persian,27,Gray,Medium,4.78309088836492,1,0,55,1,1
Dog,Golden Retriever,69,Brown,Small,1.36475656209967,1,1,4,0,0
